user_id,group,day,completed
19658,treatment,10,0
19659,treatment,4,0
19660,control,5,0
19661,treatment,11,0
19662,control,3,0
19663,control,2,0
19664,control,12,0
19665,treatment,13,0
19666,treatment,4,0
19667,control,11,0
19668,control,11,0
19669,control,9,0
19670,treatment,12,0
19671,treatment,4,1
19672,treatment,11,0
19673,treatment,10,0
19674,control,12,0
19675,control,10,0
19676,control,1,0
19677,treatment,11,0
19678,control,12,0
19679,control,10,0
19680,treatment,12,0
19681,treatment,8,0
19682,control,3,0
19683,treatment,1,0
19684,treatment,1,0
19685,control,5,0
19686,control,11,1
19687,control,4,0
19688,control,7,0
19689,treatment,7,0
19690,control,9,0
19691,control,12,0
19692,control,11,0
19693,control,3,0
19694,control,10,0
19695,treatment,14,0
19696,control,10,0
19697,treatment,11,0
19698,treatment,2,0
19699,control,1,0
19700,treatment,2,1
19701,treatment,2,0
19702,control,6,0
19703,control,1,0
19704,treatment,8,0
19705,treatment,5,0
19706,control,14,0
19707,control,1,1
19708,control,12,0
19709,control,7,1
19710,control,8,0
19711,control,12,0
19712,control,1,0
19713,control,2,0
19714,control,9,0
19715,control,10,0
19716,control,2,0
19717,control,12,0
19718,treatment,12,0
19719,treatment,13,0
19720,control,7,0
19721,control,4,0
19722,control,8,0
19723,control,9,0
19724,control,8,0
19725,control,4,1
19726,treatment,2,0
19727,control,2,0
19728,control,11,0
19729,treatment,1,0
19730,treatment,5,0
19731,control,6,0
19732,control,14,1
19733,control,7,0
19734,control,13,0
19735,control,6,0
19736,control,12,1
19737,control,3,0
19738,treatment,14,0
19739,treatment,4,0
19740,control,8,0
19741,control,12,0
19742,control,5,0
19743,control,7,0
19744,control,10,0
19745,treatment,7,0
19746,treatment,14,0
19747,treatment,3,0
19748,treatment,7,0
19749,treatment,11,0
19750,treatment,9,1
19751,treatment,5,0
19752,control,5,0
19753,control,11,0
19754,control,4,0
19755,treatment,9,0
19756,control,8,0
19757,control,11,0
19758,control,9,0
19759,treatment,8,0
19760,control,8,0
19761,treatment,8,0
19762,treatment,11,0
19763,treatment,12,0
19764,control,14,0
19765,control,8,0
19766,control,1,0
19767,control,10,0
19768,control,12,0
19769,treatment,5,0
19770,control,10,0
19771,treatment,8,0
19772,treatment,9,0
19773,control,2,0
19774,treatment,9,0
19775,treatment,4,0
19776,control,8,0
19777,control,7,0
19778,control,13,0
19779,control,9,0
19780,treatment,7,0
19781,control,14,0
19782,treatment,9,0
19783,control,5,0
19784,control,3,0
19785,control,2,0
19786,control,3,0
19787,control,2,0
19788,control,8,0
19789,treatment,10,0
19790,treatment,2,0
19791,control,8,0
19792,control,13,0
19793,control,5,0
19794,control,1,0
19795,treatment,5,0
19796,treatment,7,0
19797,treatment,8,0
19798,control,14,1
19799,treatment,7,0
19800,control,2,0
19801,treatment,12,0
19802,control,14,0
19803,control,1,0
19804,control,7,0
19805,control,9,0
19806,treatment,7,0
19807,treatment,8,0
19808,control,5,0
19809,treatment,6,0
19810,control,10,0
19811,control,4,0
19812,treatment,7,0
19813,treatment,13,0
19814,control,7,0
19815,control,8,0
19816,control,1,0
19817,treatment,6,0
19818,treatment,11,0
19819,control,5,0
19820,treatment,7,0
19821,control,9,0
19822,control,9,0
19823,treatment,3,0
19824,control,8,0
19825,control,4,0
19826,treatment,5,0
19827,control,3,0
19828,control,9,0
19829,treatment,5,0
19830,treatment,14,0
19831,treatment,14,0
19832,control,7,0
19833,control,1,0
19834,treatment,3,0
19835,control,2,0
19836,control,10,0
19837,control,10,0
19838,control,10,0
19839,control,13,0
19840,treatment,14,0
19841,treatment,8,0
19842,control,8,0
19843,treatment,2,0
19844,treatment,14,0
19845,treatment,8,0
19846,control,6,0
19847,control,10,0
19848,control,5,1
19849,control,3,0
19850,control,4,0
19851,control,3,0
19852,control,5,0
19853,control,11,0
19854,control,10,0
19855,control,10,0
19856,treatment,5,0
19857,control,12,0
19858,treatment,10,0
19859,treatment,4,0
19860,treatment,2,0
19861,treatment,5,0
19862,treatment,9,0
19863,control,1,0
19864,treatment,4,0
19865,treatment,5,0
19866,treatment,9,0
19867,control,12,0
19868,control,2,0
19869,treatment,10,0
19870,treatment,11,0
19871,treatment,7,0
19872,control,13,1
19873,control,14,0
19874,control,1,0
19875,control,8,0
19876,control,2,0
19877,control,1,0
19878,control,4,0
19879,control,9,0
19880,control,4,0
19881,treatment,5,0
19882,treatment,11,0
19883,treatment,14,0
19884,control,14,0
19885,treatment,2,0
19886,control,10,0
19887,treatment,10,1
19888,treatment,12,0
19889,control,2,0
19890,treatment,13,0
19891,control,9,0
19892,control,12,0
19893,treatment,6,0
19894,control,6,0
19895,control,8,0
19896,treatment,3,0
19897,control,11,0
19898,treatment,6,1
19899,treatment,11,0
19900,control,7,0
19901,control,1,0
19902,control,1,0
19903,control,6,0
19904,control,6,0
19905,control,8,0
19906,control,2,0
19907,control,9,0
19908,treatment,10,0
19909,treatment,7,0
19910,treatment,13,0
19911,control,1,1
19912,control,13,0
19913,treatment,3,0
19914,control,5,0
19915,control,8,0
19916,treatment,11,0
19917,control,7,0
19918,control,2,0
19919,treatment,7,0
19920,treatment,7,0
19921,control,12,0
19922,control,8,0
19923,control,5,0
19924,treatment,6,0
19925,control,14,0
19926,control,4,0
19927,treatment,12,0
19928,control,2,0
19929,treatment,14,0
19930,treatment,3,1
19931,control,9,0
19932,treatment,2,0
19933,control,8,0
19934,treatment,8,0
19935,treatment,6,0
19936,control,12,0
19937,treatment,9,0
19938,treatment,9,0
19939,control,7,0
19940,control,3,0
19941,control,4,0
19942,control,7,0
19943,treatment,2,0
19944,treatment,3,0
19945,control,2,0
19946,control,13,0
19947,control,12,0
19948,control,7,0
19949,control,14,1
19950,control,4,0
19951,control,8,0
19952,treatment,3,0
19953,treatment,14,0
19954,treatment,10,0
19955,control,9,0
19956,treatment,11,0
19957,treatment,12,0
19958,treatment,14,0
19959,control,12,0
19960,control,7,0
19961,control,1,0
19962,control,7,0
19963,treatment,2,0
19964,treatment,4,0
19965,control,8,0
19966,control,3,0
19967,treatment,2,0
19968,control,10,0
19969,treatment,4,0
19970,treatment,13,0
19971,control,11,0
19972,treatment,4,0
19973,control,3,0
19974,treatment,12,0
19975,treatment,6,0
19976,treatment,13,0
19977,control,10,0
19978,control,5,0
19979,control,3,0
19980,control,10,0
19981,treatment,6,0
19982,control,8,0
19983,treatment,4,0
19984,control,14,0
19985,control,7,0
19986,treatment,7,0
19987,control,5,0
19988,treatment,13,0
19989,control,4,0
19990,treatment,12,0
19991,control,7,0
19992,treatment,6,1
19993,control,7,0
19994,control,5,0
19995,treatment,11,0
19996,treatment,8,0
19997,control,5,0
19998,control,7,0
19999,control,5,0
20000,control,11,0
20001,treatment,12,0
20002,control,11,0
20003,control,6,0
20004,treatment,8,0
20005,control,3,0
20006,treatment,10,0
20007,treatment,13,0
20008,control,11,0
20009,treatment,7,0
20010,control,1,0
20011,control,5,0
20012,control,8,0
20013,control,9,0
20014,control,1,0
20015,control,3,0
20016,treatment,1,0
20017,treatment,12,0
20018,treatment,13,0
20019,control,9,0
20020,control,11,0
20021,control,10,0
20022,control,8,1
20023,control,11,0
20024,treatment,4,0
20025,control,2,0
20026,control,4,0
20027,control,10,0
20028,control,2,0
20029,control,10,0
20030,control,1,0
20031,treatment,13,0
20032,control,8,0
20033,treatment,12,0
20034,control,10,1
20035,control,1,0
20036,treatment,11,0
20037,control,13,0
20038,control,11,0
20039,treatment,2,0
20040,control,10,0
20041,control,1,0
20042,treatment,4,0
20043,treatment,2,0
20044,control,2,0
20045,control,12,0
20046,treatment,1,0
20047,control,5,0
20048,control,10,0
20049,control,11,0
20050,treatment,5,0
20051,control,13,0
20052,treatment,13,0
20053,control,1,0
20054,control,3,1
20055,treatment,12,0
20056,treatment,9,0
20057,control,1,0
20058,control,10,0
20059,treatment,5,1
20060,treatment,5,0
20061,control,14,0
20062,control,12,0
20063,treatment,4,0
20064,treatment,6,0
20065,treatment,8,0
20066,control,9,0
20067,control,7,0
20068,treatment,1,0
20069,control,3,0
20070,control,14,0
20071,control,2,0
20072,control,12,0
20073,control,9,0
20074,treatment,9,0
20075,treatment,10,0
20076,control,4,0
20077,control,5,0
20078,control,2,0
20079,treatment,6,0
20080,control,4,0
20081,treatment,10,0
20082,control,14,0
20083,control,7,0
20084,treatment,2,0
20085,control,13,0
20086,control,4,0
20087,control,3,0
20088,control,7,0
20089,control,11,0
20090,control,9,1
20091,treatment,5,0
20092,treatment,5,0
20093,treatment,2,0
20094,control,4,0
20095,treatment,11,0
20096,control,5,0
20097,control,11,0
20098,control,10,0
20099,treatment,11,1
20100,control,3,1
20101,treatment,6,0
20102,control,7,0
20103,control,9,0
20104,control,1,0
20105,treatment,13,0
20106,control,7,0
20107,treatment,14,0
20108,treatment,2,0
20109,treatment,8,1
20110,control,4,0
20111,treatment,5,0
20112,treatment,10,0
20113,control,4,1
20114,treatment,8,0
20115,control,5,0
20116,control,11,0
20117,control,11,0
20118,control,11,0
20119,control,12,0
20120,control,14,0
20121,treatment,3,0
20122,treatment,8,0
20123,treatment,5,0
20124,control,1,0
20125,treatment,10,0
20126,control,9,0
20127,treatment,5,0
20128,control,6,0
20129,control,2,0
20130,treatment,10,1
20131,control,10,0
20132,control,4,0
20133,treatment,2,0
20134,control,5,0
20135,control,2,1
20136,control,2,0
20137,control,6,0
20138,control,12,0
20139,treatment,3,0
20140,control,4,0
20141,treatment,4,0
20142,control,6,0
20143,control,11,0
20144,treatment,12,0
20145,treatment,1,0
20146,treatment,13,0
20147,treatment,6,0
20148,control,7,0
20149,control,4,0
20150,treatment,3,0
20151,control,1,0
20152,control,7,0
20153,control,7,0
20154,treatment,8,0
20155,control,1,0
20156,control,11,0
20157,control,13,0
20158,treatment,4,0
20159,control,10,0
20160,control,3,0
20161,treatment,14,0
20162,treatment,4,0
20163,treatment,13,0
20164,treatment,6,0
20165,control,9,0
20166,control,14,0
20167,control,12,0
20168,treatment,8,0
20169,control,14,0
20170,treatment,13,0
20171,treatment,4,0
20172,control,13,0
20173,control,2,0
20174,control,6,0
20175,control,5,0
20176,control,4,0
20177,treatment,5,0
20178,control,9,0
20179,control,9,0
20180,control,11,0
20181,treatment,9,0
20182,treatment,9,0
20183,treatment,13,0
20184,treatment,14,0
20185,control,12,0
20186,control,3,0
20187,control,12,0
20188,control,8,0
20189,treatment,2,1
20190,control,1,0
20191,control,12,0
20192,treatment,11,0
20193,treatment,10,0
20194,treatment,6,1
20195,control,13,0
20196,treatment,5,0
20197,control,4,0
20198,control,5,0
20199,treatment,8,1
20200,treatment,8,0
20201,control,11,0
20202,control,9,0
20203,control,13,0
20204,control,4,0
20205,treatment,8,1
20206,control,6,0
20207,treatment,4,1
20208,treatment,13,0
20209,control,3,0
20210,control,4,0
20211,control,12,0
20212,control,8,0
20213,control,4,0
20214,control,14,0
20215,treatment,5,1
20216,control,10,0
20217,treatment,13,1
20218,control,14,0
20219,treatment,6,0
20220,treatment,9,1
20221,control,4,0
20222,treatment,10,0
20223,treatment,12,0
20224,treatment,13,0
20225,treatment,4,0
20226,control,6,0
20227,control,8,0
20228,control,2,0
20229,control,11,0
20230,treatment,3,0
20231,treatment,7,1
20232,control,6,0
20233,treatment,9,1
20234,treatment,2,0
20235,control,11,0
20236,control,10,0
20237,control,13,0
20238,treatment,14,1
20239,treatment,4,0
20240,control,10,0
20241,control,12,0
20242,treatment,14,0
20243,treatment,13,0
20244,treatment,9,0
20245,treatment,13,0
20246,control,6,0
20247,control,12,0
20248,control,13,0
20249,treatment,7,0
20250,control,1,0
20251,treatment,7,0
20252,control,12,0
20253,treatment,1,0
20254,control,14,0
20255,control,14,0
20256,treatment,14,0
20257,control,1,0
20258,treatment,2,0
20259,control,14,0
20260,control,13,1
20261,treatment,7,0
20262,treatment,14,0
20263,control,6,0
20264,treatment,7,0
20265,control,10,0
20266,control,12,0
20267,control,3,0
20268,control,14,0
20269,control,4,0
20270,control,14,0
20271,control,10,0
20272,treatment,5,0
20273,control,11,0
20274,treatment,4,1
20275,treatment,1,0
20276,control,2,0
20277,control,7,0
20278,control,5,0
20279,treatment,3,0
20280,control,8,0
20281,control,14,0
20282,treatment,10,0
20283,treatment,14,0
20284,control,13,0
20285,control,14,0
20286,treatment,10,0
20287,treatment,6,0
20288,control,4,0
20289,control,12,0
20290,treatment,1,0
20291,treatment,8,0
20292,treatment,3,0
20293,control,2,0
20294,treatment,9,0
20295,control,3,0
20296,control,8,0
20297,treatment,4,0
20298,control,2,0
20299,treatment,4,0
20300,control,4,0
20301,treatment,5,0
20302,control,3,1
20303,treatment,14,1
20304,control,5,0
20305,treatment,6,0
20306,treatment,3,0
20307,control,2,0
20308,control,9,0
20309,control,12,0
20310,treatment,8,0
20311,control,6,0
20312,control,5,0
20313,control,12,0
20314,treatment,11,1
20315,control,4,0
20316,control,6,0
20317,treatment,14,0
20318,treatment,1,0
20319,control,7,0
20320,treatment,2,0
20321,treatment,13,0
20322,control,12,0
20323,control,1,0
20324,treatment,1,0
20325,control,2,1
20326,control,11,0
20327,control,3,0
20328,treatment,14,0
20329,control,3,0
20330,treatment,10,0
20331,control,9,0
20332,treatment,8,0
20333,treatment,1,0
20334,control,10,0
20335,treatment,10,0
20336,control,5,0
20337,treatment,13,0
20338,control,12,0
20339,control,5,0
20340,treatment,7,1
20341,treatment,7,0
20342,control,8,0
20343,control,2,0
20344,control,2,0
20345,treatment,2,1
20346,control,9,0
20347,control,10,0
20348,control,9,0
20349,treatment,8,0
20350,control,14,0
20351,control,1,0
20352,control,1,0
20353,control,13,1
20354,treatment,11,0
20355,treatment,8,0
20356,treatment,2,0
20357,control,7,0
20358,treatment,1,0
20359,control,6,0
20360,control,14,0
20361,treatment,10,0
20362,control,5,0
20363,control,8,0
20364,treatment,14,0
20365,control,8,0
20366,treatment,10,0
20367,treatment,3,0
20368,control,3,0
20369,control,10,1
20370,control,10,0
20371,control,8,0
20372,control,11,0
20373,treatment,8,0
20374,control,6,0
20375,control,1,0
20376,control,9,0
20377,control,8,0
20378,treatment,7,0
20379,control,1,0
20380,treatment,1,0
20381,control,12,0
20382,control,9,0
20383,control,12,0
20384,control,1,0
20385,treatment,12,0
20386,control,1,0
20387,treatment,14,0
20388,control,6,0
20389,treatment,1,0
20390,control,3,0
20391,control,13,0
20392,control,11,0
20393,control,13,0
20394,treatment,14,0
20395,control,2,0
20396,control,7,0
20397,control,4,0
20398,control,13,0
20399,treatment,5,0
20400,treatment,11,0
20401,treatment,7,0
20402,control,11,0
20403,treatment,2,0
20404,treatment,4,0
20405,control,12,0
20406,control,9,0
20407,treatment,3,0
20408,control,6,0
20409,treatment,4,0
20410,control,11,0
20411,control,10,0
20412,treatment,11,0
20413,treatment,8,0
20414,control,10,0
20415,treatment,14,0
20416,control,2,1
20417,treatment,5,0
20418,treatment,13,0
20419,treatment,10,0
20420,control,12,0
20421,control,13,0
20422,treatment,4,0
20423,control,9,0
20424,control,7,0
20425,treatment,6,0
20426,control,8,0
20427,control,3,1
20428,control,3,0
20429,control,13,0
20430,control,3,0
20431,treatment,12,0
20432,control,11,0
20433,control,1,0
20434,treatment,10,0
20435,treatment,8,0
20436,treatment,8,0
20437,control,7,1
20438,treatment,3,0
20439,control,13,1
20440,control,10,0
20441,control,7,0
20442,control,14,0
20443,control,12,0
20444,treatment,7,0
20445,control,10,0
20446,treatment,7,0
20447,control,4,0
20448,control,5,1
20449,control,13,0
20450,treatment,5,0
20451,treatment,4,0
20452,treatment,1,0
20453,treatment,2,1
20454,treatment,10,0
20455,treatment,12,0
20456,treatment,2,0
20457,control,14,0
20458,control,5,0
20459,control,3,0
20460,control,2,0
20461,control,11,0
20462,control,5,0
20463,control,2,0
20464,control,14,0
20465,treatment,10,0
20466,control,3,0
20467,control,9,0
20468,treatment,7,1
20469,control,12,0
20470,control,9,0
20471,control,7,0
20472,control,4,0
20473,control,10,0
20474,control,14,0
20475,control,10,0
20476,treatment,6,0
20477,control,1,0
20478,treatment,11,0
20479,control,1,0
20480,control,3,0
20481,treatment,5,0
20482,control,14,0
20483,treatment,6,0
20484,control,10,0
20485,treatment,8,0
20486,control,1,0
20487,control,1,0
20488,treatment,14,0
20489,treatment,10,0
20490,control,4,0
20491,treatment,3,0
20492,control,1,0
20493,control,2,1
20494,control,7,0
20495,treatment,1,0
20496,treatment,4,0
20497,control,7,0
20498,control,8,0
20499,treatment,3,0
20500,control,11,0
20501,control,3,0
20502,control,6,0
20503,control,8,0
20504,control,12,1
20505,control,1,1
20506,treatment,8,0
20507,treatment,2,0
20508,control,10,0
20509,control,3,0
20510,control,9,0
20511,control,13,1
20512,treatment,8,0
20513,treatment,2,1
20514,treatment,2,0
20515,treatment,1,0
20516,control,2,0
20517,control,6,1
20518,treatment,8,0
20519,treatment,5,0
20520,control,4,0
20521,control,11,0
20522,treatment,4,0
20523,control,3,0
20524,treatment,3,0
20525,treatment,11,0
20526,control,4,0
20527,treatment,5,0
20528,treatment,10,0
20529,treatment,8,0
20530,control,10,0
20531,control,7,0
20532,control,5,0
20533,control,10,0
20534,control,13,0
20535,control,4,0
20536,treatment,7,0
20537,control,11,0
20538,control,2,0
20539,control,7,0
20540,treatment,8,0
20541,treatment,1,0
20542,control,14,0
20543,treatment,4,0
20544,control,8,0
20545,control,7,0
20546,treatment,8,0
20547,treatment,13,0
20548,control,14,0
20549,treatment,4,0
20550,treatment,8,0
20551,control,11,0
20552,control,14,0
20553,control,3,0
20554,control,3,1
20555,control,1,0
20556,treatment,1,0
20557,control,1,0
20558,treatment,12,0
20559,control,3,0
20560,control,10,0
20561,control,5,0
20562,control,10,0
20563,control,4,0
20564,treatment,13,0
20565,treatment,12,0
20566,control,3,0
20567,treatment,13,0
20568,control,6,0
20569,control,3,0
20570,control,4,0
20571,treatment,6,0
20572,control,14,0
20573,control,3,0
20574,control,10,0
20575,treatment,11,1
20576,treatment,14,0
20577,treatment,6,0
20578,treatment,2,0
20579,control,10,0
20580,treatment,11,0
20581,treatment,4,0
20582,control,11,0
20583,control,6,0
